"SalePrice","ID"
138517.805276755,1461
171060.653207373,1462
192224.734429003,1463
191426.045131546,1464
197182.135573452,1465
176302.461015237,1466
179871.847294427,1467
160775.876455447,1468
199145.148470063,1469
117462.165102605,1470
209026.623222534,1471
91436.5270261137,1472
91307.549560661,1473
150394.073035755,1474
114504.9471938,1475
330006.482910777,1476
235389.999579151,1477
270396.569124947,1478
274021.422589486,1479
406727.518885584,1480
273780.972736525,1481
203539.212219014,1482
197861.695679012,1483
166100.397602652,1484
191394.848431373,1485
203760.344369414,1486
304260.813433888,1487
232692.238299349,1488
193522.95628301,1489
258199.727196651,1490
206872.87180153,1491
90104.7707419845,1492
183379.236805556,1493
276592.874154949,1494
271940.271848535,1495
241621.866069721,1496
183302.039234283,1497
164726.26421113,1498
165360.490259505,1499
155242.902905192,1500
174478.390917203,1501
153796.608826487,1502
278655.697360098,1503
235294.459214753,1504
224008.9920158,1505
193007.50378139,1506
264227.927459567,1507
224387.689577799,1508
155583.167801062,1509
140956.142009526,1510
160872.860898506,1511
190243.201357801,1512
149099.927022862,1513
164950.830967517,1514
201357.201165499,1515
165197.944884374,1516
176159.511428121,1517
132876.133424655,1518
226145.422211519,1519
132255.289712006,1520
145272.933601758,1521
181570.204841485,1522
105397.22103915,1523
131807.8660172,1524
123243.905362403,1525
113087.928056194,1526
96381.5740055826,1527
136618.644801976,1528
146981.2265923,1529
184961.354081447,1530
88871.6485105046,1531
95477.554666375,1532
169082.93393813,1533
141386.262737864,1534
177756.17797477,1535
108266.640320686,1536
59177.9746386919,1537
158423.0326849,1538
205030.913185524,1539
123231.103613586,1540
148799.148832807,1541
156019.625179571,1542
199903.916667789,1543
72121.427580948,1544
107092.926019394,1545
125837.259331047,1546
130572.216595823,1547
131923.968504318,1548
108355.987163246,1549
129980.174991526,1550
130223.901275232,1551
145937.601045321,1552
167328.336495994,1553
114753.549020848,1554
186707.125548159,1555
101682.829989101,1556
131693.617844061,1557
115106.762488518,1558
77413.9410832154,1559
134891.773989424,1560
153066.177565725,1561
131441.339133932,1562
121457.322815983,1563
176707.011409643,1564
150568.456799848,1565
256887.603065637,1566
73273.9821354155,1567
240077.106215762,1568
161083.160910636,1569
147936.782960096,1570
130840.258005633,1571
149009.202138023,1572
269573.729021423,1573
128839.299550496,1574
257616.872796314,1575
243786.421194835,1576
191844.490274728,1577
147053.605246163,1578
146466.842307508,1579
200485.871956678,1580
171539.537085319,1581
118555.69534816,1582
293327.467274012,1583
230045.399106036,1584
153296.751818261,1585
56923.9293252294,1586
100852.69025391,1587
162048.541142236,1588
115583.849023633,1589
135616.549459395,1590
87849.3889220334,1591
128110.487470834,1592
118371.692394046,1593
141563.051513751,1594
113396.18910607,1595
224789.135803262,1596
181812.556690834,1597
201294.336418892,1598
198035.867550379,1599
187466.212267626,1600
54346.2044863163,1601
134762.783132837,1602
41981.6968701119,1603
266107.43009122,1604
251924.07538671,1605
170706.669015584,1606
184342.131598156,1607
211272.09521091,1608
192803.632695222,1609
144741.808584079,1610
158561.936690203,1611
191435.505400877,1612
172938.089162987,1613
144313.399887857,1614
85719.086527851,1615
71052.9448110512,1616
87568.8482633015,1617
122801.605627851,1618
149439.440806625,1619
174344.462261701,1620
152598.046621836,1621
146483.705415466,1622
262706.334844273,1623
232202.568667496,1624
139656.775892787,1625
172270.176786241,1626
198395.330021475,1627
269487.188580768,1628
172008.922049426,1629
334053.330810498,1630
193641.922015153,1631
232039.428034214,1632
172235.321387298,1633
193299.209869428,1634
185254.184735454,1635
159474.566350658,1636
208889.577148225,1637
206087.673806454,1638
183156.470369426,1639
253932.723453744,1640
189931.350501435,1641
240107.274960517,1642
235546.228010085,1643
230238.011867025,1644
233338.243388505,1645
167255.059452686,1646
170452.960420429,1647
