"SalePrice","ID"
138473.262617077,1461
171051.506165154,1462
192531.084001916,1463
191404.174128002,1464
197966.863944172,1465
176371.466203828,1466
179998.112746675,1467
160672.075018178,1468
199479.20673925,1469
117699.954668073,1470
209240.357454553,1471
91203.3683625341,1472
91103.2025429929,1473
150434.75390647,1474
114333.384760916,1475
329873.519099599,1476
235114.259939401,1477
270168.436435253,1478
273911.832550322,1479
403632.241918384,1480
274077.061580181,1481
203488.474807734,1482
197815.631118787,1483
166013.926653783,1484
191119.972968028,1485
203757.596946168,1486
304615.537220834,1487
232876.967493221,1488
193544.061996559,1489
258763.619474694,1490
206773.851407116,1491
89978.0128776927,1492
183530.417238443,1493
276452.527520506,1494
272243.068520561,1495
242123.001181884,1496
183644.820850543,1497
164899.359507201,1498
165400.346769267,1499
155305.929616563,1500
174666.649558358,1501
153696.717616628,1502
278710.658695521,1503
235349.629842027,1504
224191.453569512,1505
193092.317750283,1506
264740.260005038,1507
224658.323282394,1508
155555.353556617,1509
140963.111574882,1510
161062.733386253,1511
190635.98708672,1512
149012.674766533,1513
165011.802663197,1514
202180.31754271,1515
165308.158652026,1516
176431.85736707,1517
132635.141147781,1518
226128.537703607,1519
132307.496655092,1520
145398.252358351,1521
181985.218402775,1522
105694.925299131,1523
131954.669199589,1524
123333.841831255,1525
113421.302382091,1526
96618.7235395751,1527
136677.952317993,1528
147116.447482987,1529
181005.610955804,1530
89224.4151717073,1531
95682.4489338725,1532
166018.415266558,1533
141405.555937019,1534
178066.611898547,1535
108350.477079643,1536
59489.76045577,1537
158390.105718252,1538
205123.770183156,1539
123045.375063704,1540
148894.474215503,1541
156330.785781569,1542
201126.187734551,1543
72231.8977393663,1544
107315.984550894,1545
125747.430692679,1546
130861.777610713,1547
131931.008877045,1548
108257.39223274,1549
130111.51984866,1550
130303.918084863,1551
146157.100190713,1552
167553.037139666,1553
114812.409050117,1554
186875.535165295,1555
101447.268247777,1556
131851.968965123,1557
111749.384991778,1558
77923.3634924369,1559
134955.046931424,1560
153205.541141769,1561
131448.600898069,1562
121706.776321438,1563
177312.623693908,1564
150481.246630903,1565
253520.015245837,1566
73214.7993247111,1567
236469.705358138,1568
161181.109330371,1569
147731.290156954,1570
131987.236516805,1571
149467.078600623,1572
270111.144912895,1573
129027.731884716,1574
254507.635268967,1575
243717.104614249,1576
191762.103545176,1577
146991.233205922,1578
146664.664714158,1579
200355.778727847,1580
171653.987947806,1581
118687.890401675,1582
293535.285810387,1583
229984.07222735,1584
153456.53268907,1585
52742.4805748667,1586
100918.073374411,1587
162762.039250805,1588
115885.36444079,1589
135839.46479228,1590
88750.8654928516,1591
129546.889349732,1592
118466.068647095,1593
141952.356273768,1594
113525.65667036,1595
225023.55369007,1596
181442.388213803,1597
201110.686398026,1598
194638.634637923,1599
184020.430748034,1600
54573.9948653045,1601
135637.593282904,1602
45403.3036994994,1603
263286.239381576,1604
251844.249822611,1605
170697.114831477,1606
184032.779421872,1607
211269.890330987,1608
192600.117350524,1609
144632.795307394,1610
159620.389356444,1611
191664.4676118,1612
172882.912677186,1613
140832.221396113,1614
85928.2052095043,1615
71213.439417009,1616
87683.159538625,1617
122840.392794636,1618
149307.328963664,1619
174310.005609486,1620
152611.921804782,1621
142319.233156279,1622
258827.433007051,1623
232487.202255981,1624
139453.947870821,1625
172236.716725592,1626
198519.944416113,1627
269575.54688325,1628
171888.590173391,1629
334999.335547666,1630
193894.135578838,1631
232212.038221976,1632
172003.674006014,1633
193451.861956689,1634
185326.407504345,1635
159437.260194468,1636
209497.636580304,1637
206251.993383259,1638
183238.915808645,1639
254228.110149081,1640
190147.145597639,1641
240380.536147017,1642
235587.124084843,1643
230175.637786346,1644
234252.020032628,1645
167218.591928051,1646
170494.628061424,1647
128979.006271291,1648
140782.169908133,1649
