"SalePrice","ID"
127420.16223751,1461
164944.556679741,1462
181434.48194553,1463
184114.305656935,1464
195867.805121891,1465
180168.215469857,1466
178611.837445798,1467
167511.197674186,1468
202589.518606979,1469
116991.843634818,1470
203038.815835983,1471
97257.1955120692,1472
91942.7641456075,1473
145596.359186293,1474
116581.653633941,1475
342628.524900607,1476
246362.874559869,1477
280451.736290951,1478
287705.340931312,1479
405872.897529824,1480
286396.582282423,1481
213437.28732384,1482
210638.300994925,1483
168131.372999021,1484
199746.302401292,1485
208882.358557245,1486
312011.293364574,1487
236750.12536679,1488
195082.635517918,1489
243984.362499553,1490
208854.326616497,1491
97521.5497823371,1492
188406.918907744,1493
279562.161381411,1494
264760.469855678,1495
224732.549892115,1496
185421.543131856,1497
155143.788466645,1498
166094.565175906,1499
157831.713842796,1500
187705.260573793,1501
146082.990916755,1502
268606.874327242,1503
231316.57943198,1504
218862.531603793,1505
206726.111102397,1506
250644.149813785,1507
216536.086310015,1508
160195.892371087,1509
147229.046233896,1510
155052.578672148,1511
191840.950878588,1512
161467.574959559,1513
163074.051139552,1514
210123.577705161,1515
179739.805118452,1516
173931.523898335,1517
141445.558887983,1518
219522.107147635,1519
130539.238161316,1520
130542.980471384,1521
195637.47803542,1522
114098.302495387,1523
138339.854032314,1524
118439.386500375,1525
121409.328549917,1526
94709.9669995673,1527
144309.630077586,1528
136526.946431369,1529
184369.888053811,1530
111880.058281091,1531
103615.681697267,1532
163629.871379416,1533
144414.714485721,1534
168205.914615664,1535
113150.793061751,1536
54512.6754951062,1537
170364.719660704,1538
204347.231857216,1539
125197.775386865,1540
139751.933831885,1541
140575.85507659,1542
193680.325165557,1543
94099.5161358345,1544
116751.311163189,1545
122367.158048245,1546
140723.730704772,1547
135254.235282008,1548
100057.15238708,1549
124349.091918726,1550
124831.527788474,1551
139194.003700776,1552
169785.547443335,1553
114661.108743722,1554
184805.277394347,1555
103763.280484578,1556
131790.734425984,1557
99970.6417835198,1558
75557.2623895368,1559
130042.959404306,1560
174811.658851136,1561
128275.12918049,1562
117534.013507519,1563
165028.345522293,1564
140196.752118249,1565
249028.261048282,1566
82425.3246528348,1567
224615.515433313,1568
145867.030200238,1569
148220.035925125,1570
115811.421199193,1571
143279.233087576,1572
262947.694473737,1573
132082.517518955,1574
241482.168956332,1575
230629.233272097,1576
197706.008565608,1577
149592.609706802,1578
140458.26668836,1579
192611.06774465,1580
178608.259542823,1581
123717.072612704,1582
278947.495943202,1583
229084.899091927,1584
153500.903697574,1585
53921.5804724074,1586
104749.365751016,1587
155667.465929707,1588
127207.414231514,1589
141070.204392875,1590
88102.6244122623,1591
129544.763948399,1592
132577.586655216,1593
141024.244886878,1594
120067.123667623,1595
227522.302684482,1596
176342.122120763,1597
213643.190871106,1598
186935.026600267,1599
180284.17302688,1600
50616.7412353292,1601
115276.162518898,1602
41407.864678402,1603
254282.907958032,1604
250494.866867746,1605
172284.482089857,1606
193360.721229529,1607
228157.657949776,1608
199588.422229344,1609
153239.892477965,1610
170445.746866977,1611
193859.110771767,1612
175919.714128925,1613
130406.147354589,1614
87294.5770100052,1615
71338.0524411855,1616
88192.7891260454,1617
112944.022535448,1618
160338.565428613,1619
172411.708365986,1620
145087.576788824,1621
135119.763482963,1622
246410.684521201,1623
226617.314405885,1624
128490.186941218,1625
177628.417363905,1626
182041.690608491,1627
256976.222369442,1628
171554.019974817,1629
317867.274881712,1630
204299.457233034,1631
238680.282837471,1632
171857.208149194,1633
197715.361712499,1634
185272.272290197,1635
161837.132954764,1636
215674.691469687,1637
210662.093350289,1638
189596.687687356,1639
260214.338582153,1640
182064.426970278,1641
238420.338951172,1642
224677.909323159,1643
222514.900894157,1644
232236.5674013,1645
160622.68226889,1646
160368.40999016,1647
139970.65218306,1648
145879.813490121,1649
106216.397173603,1650
113966.599092118,1651
108205.437967585,1652
112587.390732066,1653
145299.582856562,1654
134828.866848883,1655
140421.456347531,1656
146259.494583748,1657
150473.914704769,1658
113090.727447489,1659
149278.060211242,1660
386323.764584735,1661
337077.690493394,1662
342347.105538922,1663
420810.650163348,1664
307797.452732865,1665
287908.015315152,1666
340266.783890482,1667
317141.985657282,1668
277820.503393801,1669
323081.091311453,1670
254542.519290268,1671
370767.982905189,1672
277028.6830782,1673
242806.75327129,1674
196544.851148675,1675
201361.818508105,1676
222211.981257722,1677
394333.512390649,1678
327857.991274407,1679
309577.0828099,1680
264305.454926113,1681
280922.806058944,1682
198486.895219822,1683
194870.230658528,1684
187287.868533587,1685
174326.342960618,1686
178228.436402157,1687
201139.39999127,1688
205134.45402048,1689
207047.495076695,1690
193996.536943058,1691
251053.365262245,1692
178748.480723936,1693
181191.576975607,1694
162510.889276235,1695
270639.433373519,1696
163128.869867227,1697
303060.937216529,1698
283162.406568523,1699
237851.427895232,1700
266443.975869441,1701
251404.383100004,1702
241465.144533548,1703
262148.128583722,1704
234224.730771099,1705
381593.765434932,1706
205695.375715655,1707
204944.345717969,1708
251235.179971842,1709
223805.835344259,1710
254180.012912015,1711
249703.577485858,1712
258665.317744927,1713
222683.286076323,1714
208083.978559722,1715
196943.52799245,1716
186083.208342497,1717
152090.639495368,1718
216313.526269259,1719
224927.668257931,1720
190184.637229099,1721
155323.741419445,1722
173144.34167259,1723
213724.418565698,1724
238039.081518843,1725
201046.781799779,1726
179161.123227987,1727
199388.142496004,1728
165468.834466333,1729
164329.134912198,1730
129047.140003071,1731
122360.280089562,1732
106807.572449218,1733
115653.19725555,1734
148322.356331686,1735
105790.046097822,1736
271910.328550688,1737
230479.147807056,1738
270439.047475885,1739
220444.076335459,1740
195615.721670685,1741
179135.468666179,1742
178628.229903995,1743
301611.667457659,1744
242806.047229295,1745
208275.011791945,1746
214668.210929892,1747
235906.689247561,1748
154403.620319037,1749
142034.022393196,1750
250298.376892344,1751
112785.069805773,1752
167848.814191075,1753
202042.478223832,1754
175868.180145392,1755
126442.198770553,1756
111437.464491284,1757
144751.455216605,1758
165607.379992864,1759
171579.585322156,1760
165035.828561198,1761
177614.534687387,1762
183172.255143548,1763
123121.418917987,1764
208802.308793381,1765
195692.025930478,1766
244264.18088196,1767
150753.859923024,1768
173574.242905231,1769
163905.363475901,1770
121628.620758492,1771
149076.08410144,1772
136332.367526241,1773
159135.481015082,1774
141010.134437397,1775
140197.172927014,1776
120392.317930902,1777
154581.42142339,1778
116718.099430758,1779
176124.834433723,1780
130296.586778397,1781
76369.004745336,1782
135658.947286045,1783
114648.053107338,1784
142226.167465889,1785
143468.867022073,1786
163086.940044681,1787
81854.6793446854,1788
109087.516350964,1789
56660.9115550062,1790
207148.946820271,1791
177629.387582329,1792
142240.767197634,1793
172008.389503254,1794
140725.935483206,1795
122949.398221745,1796
123639.224830295,1797
120322.051868724,1798
106028.762540182,1799
125019.947031679,1800
130673.300391599,1801
133357.001112831,1802
159890.229473039,1803
149657.464250144,1804
143452.578158893,1805
137612.608332809,1806
152358.56374368,1807
132334.331837005,1808
128459.641553781,1809
142797.420487355,1810
132028.857702633,1811
119266.604260598,1812
123375.913922165,1813
100067.395729102,1814
46493.4340617801,1815
118050.626341133,1816
129394.507403784,1817
181300.718082892,1818
135193.642355191,1819
43935.3061110441,1820
131464.90962258,1821
146617.282471747,1822
40676.8753296321,1823
138152.3336975,1824
122288.08341293,1825
86899.3687997476,1826
93667.9569134751,1827
126492.210391447,1828
134967.849439929,1829
153994.454724619,1830
159026.404325921,1831
83727.9485822749,1832
144518.815652867,1833
121501.922518581,1834
119169.09520167,1835
139758.885697111,1836
84149.904168852,1837
135749.65861311,1838
111369.122549578,1839
161771.258290418,1840
144176.64505756,1841
93867.4952999495,1842
126858.083016828,1843
121296.210827331,1844
146523.741708356,1845
154462.128246029,1846
177635.355143639,1847
36839.2476547274,1848
135547.952875381,1849
133296.573095149,1850
162781.885983492,1851
135237.266347511,1852
145303.399925416,1853
197192.407796243,1854
174165.218439546,1855
228990.075767758,1856
177718.312799306,1857
141632.73952813,1858
116480.097400433,1859
154898.024073241,1860
115310.049358842,1861
269637.380875913,1862
260759.624356873,1863
260843.505100286,1864
323775.240919806,1865
317390.928839348,1866
224762.300635002,1867
284684.050988117,1868
208405.125272483,1869
220351.616610181,1870
248000.176349417,1871
189019.583983065,1872
247174.651103832,1873
152968.922047528,1874
210446.757026443,1875
195134.733853512,1876
215506.277271167,1877
221315.79694817,1878
132149.424347939,1879
138403.459042294,1880
237046.029440143,1881
247994.031963116,1882
192432.085506093,1883
218451.240656191,1884
246328.487216138,1885
274547.253478046,1886
219754.288323675,1887
257091.574990427,1888
183317.515026697,1889
119720.433198172,1890
134637.647318732,1891
92460.384222099,1892
141364.71288744,1893
131757.633970529,1894
144425.811225404,1895
121968.747127568,1896
92885.1745001697,1897
111931.1774389,1898
149422.257854709,1899
131160.311934096,1900
158483.36630747,1901
152067.102527049,1902
191952.054426983,1903
144432.968826084,1904
209299.774673546,1905
170982.840237264,1906
222134.17177903,1907
115224.601964584,1908
147052.786622543,1909
131450.138893129,1910
203149.048493889,1911
305224.538875263,1912
150267.222885427,1913
70019.9474627312,1914
279565.841573512,1915
28335.4569468485,1916
248009.264081329,1917
143722.806978819,1918
187991.069057626,1919
192880.110885262,1920
352990.24140388,1921
310690.816676599,1922
225780.910474647,1923
213201.123293777,1924
219164.971213122,1925
345464.541788456,1926
142106.351127083,1927
161294.066415481,1928
122301.539104338,1929
130634.825511979,1930
144414.609097257,1931
146076.427383892,1932
169248.130012938,1933
172818.356425599,1934
161130.265951572,1935
177568.479812975,1936
195258.454779303,1937
206463.235628,1938
236660.726554766,1939
196015.163184643,1940
183907.759742648,1941
204508.723515084,1942
205882.845947169,1943
299853.153396797,1944
334041.771854046,1945
192564.802914806,1946
294653.955230576,1947
246874.936889685,1948
262346.751471992,1949
200136.571488621,1950
280842.603617719,1951
228042.932832002,1952
185953.865281423,1953
191560.08461904,1954
131861.654285633,1955
295414.702827218,1956
174488.328393993,1957
280210.543526825,1958
147221.503379789,1959
118922.143003898,1960
124000.498313804,1961
96546.8762289675,1962
102916.255404139,1963
104181.440222565,1964
138612.421653536,1965
139022.769257367,1966
269040.318054209,1967
349002.269612746,1968
339926.677537914,1969
338386.144080013,1970
389038.928337117,1971
319801.37315431,1972
267952.376812433,1973
299047.673711387,1974
423539.054770323,1975
254075.703298934,1976
329416.591665505,1977
316424.730721393,1978
312199.80819485,1979
216297.60989386,1980
313913.072860514,1981
213514.87264408,1982
203612.452983501,1983
188049.520043377,1984
217783.730719734,1985
216448.628479739,1986
181832.188393159,1987
191128.182913932,1988
205931.390608018,1989
217687.42842569,1990
222876.941327378,1991
216909.41982022,1992
173815.013365979,1993
241000.660077972,1994
186381.006659765,1995
262457.193570481,1996
288828.365642387,1997
281185.832385529,1998
262875.235021844,1999
284752.134283968,2000
249555.847607682,2001
253545.739405448,2002
248497.64141339,2003
